Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,13-Nov-15,19470359-12355593,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470360-12355594,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470361-12355595,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470362-12355596,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470363-12355597,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470365-12355599,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470366-12355600,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470367-12355601,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470368-12355602,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470370-12355604,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470371-12355605,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470372-12355606,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470373-12355607,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470374-12355608,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470375-12355609,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470376-12355610,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470378-12355612,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470379-12355613,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470380-12355614,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470381-12355615,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470382-12355616,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470383-12355617,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470384-12355618,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470385-12355619,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470386-12355620,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470387-12355621,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19470388-12355622,-1408.45,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,13-Nov-15,19527036-12370729,-1337.66,Oaklands,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
Cambridgeshire County Council,13-Nov-15,19527037-12370730,-1337.66,Oaklands,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
Cambridgeshire County Council,13-Nov-15,19527046-12370737,-1337.66,Oaklands,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
Cambridgeshire County Council,13-Nov-15,19527047-12370738,-1337.66,Oaklands,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
Cambridgeshire County Council,13-Nov-15,19527049-12370740,-1337.66,Oaklands,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Residential Independent Sector
Cambridgeshire County Council,19-Nov-15,19550402-12385697,-1282.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Team,SDS - Care and support Services
Cambridgeshire County Council,10-Nov-15,19475490-12246624,-1273.56,Bnp Paribas Real Estate,Trade Supplier,LGSS Managed,Bailey Rooms,Buildings service charges
Cambridgeshire County Council,13-Nov-15,19470369-12355603,-1207.24,Voyage (Lichfield),Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Team,Day and Domicillary Care Independent Sector
Cambridgeshire County Council,02-Nov-15,19475513-12222889,-1200,Cambridge Regional College,Education,LRNG,Qualifications,Other Hired Contract Services
Cambridgeshire County Council,02-Nov-15,19475807-12222470,-1190.24,Mencap,Care Establishment,2 - Operations - Learning Disability,LDP City Team,SDS - Care and support Services
Cambridgeshire County Council,20-Nov-15,19353789-12399098,-1120,Longueville Court,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Respite Independent Sector
Cambridgeshire County Council,20-Nov-15,19353793-12399100,-1120,Longueville Court,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Respite Independent Sector
Cambridgeshire County Council,20-Nov-15,19353794-12399101,-1120,Longueville Court,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Respite Independent Sector
Cambridgeshire County Council,20-Nov-15,19353796-12399102,-1120,Longueville Court,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Respite Independent Sector
Cambridgeshire County Council,20-Nov-15,19469585-12397772,-1105.5,Cherry Hinton Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19469587-12397774,-1105.5,Cherry Hinton Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19469588-12397775,-1105.5,Cherry Hinton Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19469589-12397776,-1105.5,Cherry Hinton Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19469590-12397777,-1105.5,Cherry Hinton Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,02-Nov-15,19394280-12222767,-1008,Cambridge City Council,Other Public Bodies,4 - Operations - Providers services,The Birches Day Centre,Business rates
Cambridgeshire County Council,20-Nov-15,19384275-12395878,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384276-12395879,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384278-12395881,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384279-12395882,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384280-12395883,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384281-12395884,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384282-12395885,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384283-12395886,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384284-12395887,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19384285-12395888,-959.52,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489170-12401554,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489171-12401555,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489173-12401557,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489174-12401558,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489175-12401559,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489176-12401560,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489177-12401561,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489178-12401562,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489179-12401563,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489180-12401564,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489181-12401565,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489182-12401566,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489183-12401567,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489184-12401568,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489185-12401569,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19489186-12401570,-950,Woodlands Care Centre,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19488017-12395893,-926.95,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19488018-12395894,-926.95,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19488019-12395895,-926.95,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19488020-12395896,-926.95,The Gables (Nursing Care Only),Care Establishment,2 - Commissioning - Older people Pool,East Cambs - O P Team,Nursing Independent Sector
Cambridgeshire County Council,05-Nov-15,19489688-12237721,-890,Abbey Healthcare (Huntingdon) Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,05-Nov-15,19489694-12237713,-890,Abbey Healthcare (Huntingdon) Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,05-Nov-15,19489695-12237714,-890,Abbey Healthcare (Huntingdon) Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,05-Nov-15,19489697-12237716,-890,Abbey Healthcare (Huntingdon) Ltd,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19470305-12360896,-865.75,Askham Hall,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19470315-12360897,-865.75,Askham Hall,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19470316-12360898,-865.75,Askham Hall,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19470318-12360899,-865.75,Askham Hall,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19470321-12360901,-865.75,Askham Hall,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19483332-12400345,-854,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
Cambridgeshire County Council,20-Nov-15,19483335-12400347,-854,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
Cambridgeshire County Council,20-Nov-15,19483340-12400351,-854,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
Cambridgeshire County Council,20-Nov-15,19483344-12400352,-854,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
Cambridgeshire County Council,20-Nov-15,19483352-12400357,-854,Conifer Lodge,Care Establishment,2 - Operations - Learning Disability,LDP Fenland Team,Residential Independent Sector
Cambridgeshire County Council,20-Nov-15,19561101-12401426,-850,St Georges Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19561102-12401427,-850,St Georges Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Older People - City & South,Nursing Independent Sector
Cambridgeshire County Council,13-Nov-15,19515949-12371714,-844.33,Westminster Homecare Limited,Care Establishment,2 - Operations - Learning Disability,LDP E Cambs Team,SDS - Care and support Services
Cambridgeshire County Council,20-Nov-15,19355661-12398980,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355663-12398982,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355665-12398984,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355666-12398985,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355667-12398986,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355673-12398992,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355674-12398993,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355675-12398994,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355677-12398996,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355681-12399000,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355682-12399001,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355683-12399002,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355684-12399003,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355685-12399004,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355686-12399005,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355687-12399006,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
Cambridgeshire County Council,20-Nov-15,19355688-12399007,-835,Longueville Court,Care Establishment,2 - Commissioning - Older people Pool,Older People Mental Health Hunts,Nursing Independent Sector
