Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,24-Mar-16,20273565-13035078,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273567-13035079,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273574-13035081,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273584-13035083,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273590-13035085,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273591-13035086,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,24-Mar-16,20273600-13035051,-2387.68,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP Fens - Special Needs,Supported Living
Cambridgeshire County Council,29-Mar-16,20078221-13045635,-2281.44,Education Personnel Management Ltd,Education,ED,HR - EPM Contract,Other Hired Contract Services
Cambridgeshire County Council,17-Mar-16,20085251-12990741,-2139.91,Imtech Aqua Maintenance Ltd,Company,LGSS Managed,Signet Court,Capital WIP - land and buildings  -  Construction cost
Cambridgeshire County Council,03-Mar-16,20084716-12902938,-2094.71,Primrose Healthcare,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
Cambridgeshire County Council,17-Mar-16,20029153-12991062,-2065,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,17-Mar-16,20029180-12991070,-2065,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,04-Mar-16,20055714-12938385,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055715-12938386,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055717-12938387,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055718-12938388,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055719-12938389,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055720-12938390,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055721-12938391,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055722-12938392,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055723-12938393,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055724-12938394,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055725-12938395,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055726-12938396,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055727-12938397,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055729-12938399,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055730-12938400,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055732-12938401,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055733-12938402,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20055735-12938403,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058800-12938354,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058801-12938355,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058802-12938356,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058803-12938357,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058804-12938358,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058805-12938359,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058806-12938360,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058807-12938361,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058808-12938362,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058809-12938363,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058810-12938364,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058813-12938365,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058815-12938366,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058816-12938367,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058817-12938368,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058818-12938369,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058819-12938370,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058820-12938371,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058821-12938372,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058822-12938373,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058823-12938374,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058824-12938375,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,20058825-12938376,-1977.75,Social Care Solutions Ltd,Care Establishment,3 - Operations - Countywide Services,LDP Young Adults - Care,Supported Living
Cambridgeshire County Council,17-Mar-16,20029154-12991063,-1960,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,17-Mar-16,20029158-12991064,-1960,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,17-Mar-16,20029166-12991066,-1960,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,10-Mar-16,20162752-12955685,-1896.73,Capita Business Services Ltd,Trade Supplier,LRNG,ICT Service Helpline,Materials for resale
Cambridgeshire County Council,17-Mar-16,20218239-12990428,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20218242-12990431,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221222-12990373,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221226-12990377,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221227-12990378,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221229-12990380,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221235-12990386,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221253-12990404,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221257-12990408,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,17-Mar-16,20221263-12990414,-1885.23,Redacted Personal Data,Individual,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Direct Payments - Social Services
Cambridgeshire County Council,04-Mar-16,19978207-12929669,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978209-12929671,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978212-12929674,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978213-12929675,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978218-12929680,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19981769-12929632,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19981772-12929635,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19981777-12929640,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19981779-12929642,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19981781-12929644,-1848.89,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,03-Mar-16,20064706-12902859,-1839.47,St George'S Court,Care Establishment,4 - Commissioning - Mental Health & Supporting People,Dom Blocks,Respite Independent Sector
Cambridgeshire County Council,04-Mar-16,19978129-12929648,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978132-12929650,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978136-12929652,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978145-12929657,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978148-12929660,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978529-12929682,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978531-12929684,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978536-12929689,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978539-12929692,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,04-Mar-16,19978546-12929699,-1818.53,Mayfield Heath Farm,Care Establishment,2 - Operations - Learning Disability,LDP Huntingdonshire Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274835-13035001,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274836-13035002,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274841-13035007,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274842-13035008,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274844-13035010,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274845-13035011,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274846-13035012,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274848-13035014,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,24-Mar-16,20274851-13035017,-1792,Thera East Anglia,Trust (Other),2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,29-Mar-16,20093344-13046143,-1717.45,Fostering Solutions Ltd,Care Establishment,S&C,Placements - Social Care,Agency Placements - Out County
Cambridgeshire County Council,24-Mar-16,20219015-13033873,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219016-13033874,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219017-13033875,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219018-13033876,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219019-13033877,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219020-13033878,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219021-13033879,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219022-13033880,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219024-13033882,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219025-13033883,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219027-13033885,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219028-13033886,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219029-13033887,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219030-13033888,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219031-13033889,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219032-13033890,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219033-13033891,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219034-13033892,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219035-13033867,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219036-13033868,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219037-13033869,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219038-13033870,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,24-Mar-16,20219039-13033871,-1710.61,Brain Injury Rehabilitation Trust,Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,17-Mar-16,20029172-12991069,-1680,Park House (Bedford),Care Establishment,3 - Operations - Countywide Services,Countywide PD Service - Care,Residential Independent Sector
Cambridgeshire County Council,30-Mar-16,20392002-13075834,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392004-13075835,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392006-13075836,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392007-13075837,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392010-13075838,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392012-13075839,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392019-13075841,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
Cambridgeshire County Council,30-Mar-16,20392020-13075842,-1667,Dimensions (Uk) Ltd,Care Establishment,2 - Operations - Learning Disability,LDP South Cambs Locality - Care,Supported Living
