Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,14-Sep-17,24212750-16026178,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24212751-16026179,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24212758-16026183,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24257232-16026214,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24257236-16026216,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,28-Sep-17,24366818-16105559,-4655,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,28-Sep-17,24366819-16105560,-4655,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24241237-16001043,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257693-16001086,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257733-16001089,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257676-16001080,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257692-16001085,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257752-16001091,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241256-16001051,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241286-16001056,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257732-16001088,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241239-16001045,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241315-16001060,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257709-16001075,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257758-16001094,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241281-16001055,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257708-16001074,-4522.08,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24241255-16001050,-3768.4,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,14-Sep-17,24257756-16001092,-3768.4,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,08-Sep-17,22406425-15973167,-3726.67,Bnp Paribas Real Estate,Trade Supplier,LGSS Managed,Bailey Rooms,Buildings service charges
Cambridgeshire County Council,13-Sep-17,24232608-15993530,-3407.1,Compass Fostering Central Limited,Care Establishment,S&C,Placements - Social Care,Agency Placements - In Cambs
Cambridgeshire County Council,25-Sep-17,24330765-16080033,-3385.71,Hunters Healthcare (Hunters Down),Care Establishment,2 - Commissioning - Older people Pool,Dom Blocks,Short Term Other
Cambridgeshire County Council,14-Sep-17,24212749-16026177,-3325,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,01-Sep-17,24137236-15946682,-3325,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24257214-16026201,-3325,Brookdale Healthcare Limited,Care Establishment,2 - Operations - Learning Disability,LDP Hunts special needs,Respite Independent Sector
Cambridgeshire County Council,22-Sep-17,24323849-16076769,-3325,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,28-Sep-17,24366808-16105549,-3325,Brookdale Healthcare Limited,Care Establishment,4 - Operations - Providers services,LDP Huntingdonshire Locality - Care,Respite Independent Sector
Cambridgeshire County Council,14-Sep-17,24241307-16001057,-3230.06,The Cambridge Nursing Centre,Care Establishment,2 - Commissioning - Older people Pool,City and South - Long term blocks,Nursing Independent Sector
Cambridgeshire County Council,22-Sep-17,24327482-16074218,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317597-16074195,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327478-16074214,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327499-16074209,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327480-16074216,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327484-16074220,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317599-16074196,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327479-16074215,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327486-16074221,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317602-16074198,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327493-16074205,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317586-16074186,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327488-16074200,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327502-16074210,-3164.64,The Red House Residential & Nursing Home,Care Establishment,2 - Commissioning - Older people Pool,Hunts - Long term blocks,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205082-15973373,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205087-15973378,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205102-15973393,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205120-15973411,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205128-15973419,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205134-15973425,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24205140-15973431,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207065-15973435,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207067-15973437,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207070-15973440,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207073-15973443,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207097-15973466,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207099-15973468,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207107-15974476,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207109-15974478,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207113-15974482,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207115-15974484,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207123-15974492,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24207060-15974508,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24209049-15974521,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24209086-15974558,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24209094-15974566,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24209095-15974567,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24209097-15974569,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24211011-15974595,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,08-Sep-17,24211030-15974614,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24241706-16069254,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24240546-16069274,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247616-16069291,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247623-16069298,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247628-16069303,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247629-16069304,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24240510-16069226,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327225-16069664,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327226-16069667,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327251-16069692,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327187-16069713,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24327193-16069719,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247651-16069323,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247712-16069347,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247718-16069353,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247667-16069364,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24247692-16069388,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24254710-16069411,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24258761-16069463,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317265-16069516,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24317266-16069517,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24320085-16069534,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24320107-16069556,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24320114-16069563,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24320121-16069570,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24320129-16069578,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
Cambridgeshire County Council,22-Sep-17,24322178-16069594,-2977.44,Decoy Farm,Care Establishment,4 - Operations - Providers services,LDP E Cambs Special Needs,Residential Independent Sector
